"","City","ProtestCount"
"1952","Morris, IL",1
"1953","Morrison, CO",1
"1954","Morristown, NJ",3
"1955","Morristown, TN",1
"1956","Morrisville, VT",2
"1957","Morro Bay, CA",1
"1958","Morton Grove, IL",1
"1959","Moscow, ID",3
"1960","Moses Lake, WA",2
"1961","Moulton, AL",1
"1962","Moultrie, GA",5
"1963","Mount Airy, NC",1
"1964","Mount Clemens, MI",2
"1965","Mount Dora, FL",1
"1966","Mount Healthy, OH",1
"1967","Mount Holly, NC",1
"1968","Mount Holly, NJ",1
"1969","Mount Juliet, TN",2
"1970","Mount Pleasant, MI",1
"1971","Mount Pleasant, PA",1
"1972","Mount Pleasant, SC",1
"1973","Mount Pocono, PA",1
"1974","Mount Shasta, CA",1
"1975","Mount Vernon, IA",1
"1976","Mount Vernon, IL",1
"1977","Mount Vernon, ME",3
"1978","Mount Vernon, NY",3
"1979","Mount Vernon, OH",3
"1980","Mount Vernon, WA",2
"1981","Mountain Brook, AL",2
"1982","Mountain Home, AR",1
"1983","Mountain House, CA",1
"1984","Mountain View, CA",6
"1985","Mountlake Terrace, WA",2
"1986","Mukilteo, WA",1
"1987","Muncie, IN",7
"1988","Munster, IN",2
"1989","Murfreesboro, TN",6
"1990","Murphy, NC",1
"1991","Murray, KY",3
"1992","Murrysville, PA",1
"1993","Muscatine, IA",1
"1994","Muskegon, MI",5
"1995","Muskogee, OK",2
"1996","Myrtle Beach, SC",4
"1997","Mystic, CT",2
"1998","Nacogdoches, TX",2
"1999","Nanakuli, HI",1
"2000","Nancy, KY",1
"2001","Nantucket, MA",2
"2002","Nanuet, NY",1
"2003","Napa, CA",5
"2004","Naperville, IL",5
"2005","Naples, FL",8
"2006","Naples, ME",1
"2007","Naples, NY",1
"2008","Narberth, PA",2
"2009","Narragansett, RI",1
"2010","Narrowsburg, NY",6
"2011","Nashua, NH",2
"2012","Nashville, TN",78
"2013","Nashwauk, MN",1
"2014","Nassau, NY",1
"2015","Natchez, MS",1
"2016","Natchitoches, LA",1
"2017","National Harbor, MD",1
"2018","Naugatuck, CT",1
"2019","Navarre, FL",2
"2020","Nazareth, PA",1
"2021","Nebraska City, NE",1
"2022","Neenah, WI",1
"2023","Neptune City, NJ",1
"2024","Nevada City, CA",2
"2025","New Albany, IN",1
"2026","New Albany, MS",1
"2027","New Athens, IL",1
"2028","New Bedford, MA",2
"2029","New Bern, NC",8
"2030","New Bloomfield, PA",2
"2031","New Braunfels, TX",1
"2032","New Britain, CT",3
"2033","New Brunswick, NJ",2
"2034","New Canaan, CT",3
"2035","New Carlisle, OH",1
"2036","New Castle, PA",2
"2037","New City, NY",2
"2038","New Cumberland, PA",1
"2039","New Haven, CT",21
"2040","New Haven, MI",1
"2041","New Hope, PA",1
"2042","New Iberia, LA",1
"2043","New Kensington, PA",1
"2044","New Lenox, IL",1
"2045","New London, CT",5
"2046","New London, MN",2
"2047","New Orleans, LA",16
"2048","New Orleans, NY",1
"2049","New Paltz, NY",1
"2050","New Philadelphia, OH",2
"2051","New Port Richey, FL",6
"2052","New Providence, NJ",1
"2053","New Rochelle, NY",4
"2054","New Smyrna Beach, FL",4
"2055","New Town, ND",1
"2056","New Town, VA",1
"2057","New York, NY",793
"2058","Newark, CA",1
"2059","Newark, DE",1
"2060","Newark, NJ",7
"2061","Newark, OH",5
"2062","Newberg, OR",1
"2063","Newberry, SC",1
"2064","Newburgh, NY",5
"2065","Newburyport, MA",3
"2066","Newcastle, ME",3
"2067","Newcastle, WA",1
"2068","Newington, CT",1
"2069","Newland, NC",1
"2070","Newnan, GA",19
"2071","Newport Beach, CA",3
"2072","Newport News, VA",8
"2073","Newport, KY",1
"2074","Newport, OR",1
"2075","Newport, RI",3
"2076","Newport, TN",1
"2077","Newport, VT",3
"2078","Newry, PA",1
"2079","Newton, IA",2
"2080","Newton, KS",1
"2081","Newton, MA",4
"2082","Newton, NC",1
"2083","Newton, NJ",5
"2084","Newtown, CT",1
"2085","Newtown, PA",3
"2086","Niagara Falls, NY",2
"2087","Nipomo, CA",1
"2088","Niskayuna, NY",1
"2089","Nogales, AZ",1
"2090","Norco, CA",3
"2091","Norfolk, NE",1
"2092","Norfolk, VA",12
"2093","Normal, IL",2
"2094","Norman, OK",5
"2095","Normandy Park, WA",1
"2096","Norristown, PA",5
"2097","North Adams, MA",2
"2098","North Andover, MA",1
"2099","North Augusta, SC",1
"2100","North Bend, WA",1
"2101","North Bergen, NJ",2
"2102","North Brunswick, NJ",1
"2103","North Canton, OH",3
"2104","North Charleston, SC",4
"2105","North Conway Village, NH",1
"2106","North Conway, NH",4
"2107","North East, MD",2
"2108","North Haven, CT",1
"2109","North Hempstead, NY",1
"2110","North Kingstown, RI",1
"2111","North Las Vegas, NV",1
"2112","North Little Rock, AR",1
"2113","North Plainfield, NJ",1
"2114","North Platte, NE",1
"2115","North Wales, PA",1
"2116","North Wilkesboro, NC",1
"2117","Northampton, MA",5
"2118","Northbrook, IL",1
"2119","Northfield, NJ",1
"2120","Northridge, CA",1
"2121","Norton, VA",1
"2122","Norwalk, CT",2
"2123","Norwalk, OH",1
"2124","Norwell, MA",1
"2125","Norwich, CT",6
"2126","Norwich, NY",1
"2127","Norwood, CO",1
"2128","Novato, CA",5
"2129","Novi, NY",1
"2130","Nutley, NJ",4
"2131","Nyack, NY",2
"2132","O'Fallon, IL",1
"2133","O'Fallon, MO",1
"2134","O'Hara, PA",1
"2135","Oahu, HI",1
"2136","Oak Bluffs, MA",1
"2137","Oak Grove, KY",1
"2138","Oak Grove, MS",1
"2139","Oak Grove, OR",1
"2140","Oak Harbor, WA",3
"2141","Oak Lawn, IL",1
"2142","Oak Park, IL",3
"2143","Oak Park, MI",1
"2144","Oak Ridge, TN",1
"2145","Oakdale, CA",3
"2146","Oakdale, MN",2
"2147","Oakland, CA",97
"2148","Oakland, MD",1
"2149","Oakley, CA",1
"2150","Oakwood, OH",2
"2151","Oberlin, LA",1
"2152","Ocala, FL",2
"2153","Ocean City, MA",1
"2154","Ocean City, MD",1
"2155","Ocean City, NJ",1
"2156","Ocean Shore, WA",1
"2157","Ocean Township, NJ",1
"2158","Oceanside, CA",6
"2159","Oceanside, NY",2
"2160","Ocoee, FL",1
"2161","Oconomowoc, WI",1
"2162","Odenton, MD",1
"2163","Odessa, MO",1
"2164","Odessa, TX",4
"2165","Ogden, UT",5
"2166","Ogdensburg, NY",1
"2167","Ogen, UT",1
"2168","Oil City, PA",1
"2169","Ojai, CA",2
"2170","Oklahoma City, OK",15
"2171","Olathe, KS",4
"2172","Old Fort, NC",1
"2173","Old Lyme, CT",1
"2174","Old Saybrook, CT",2
"2175","Olean, NY",2
"2176","Olney, MD",5
"2177","Olympia, WA",11
"2178","Omaha, NE",20
"2179","Omak, WA",1
"2180","Oneida, NY",1
"2181","Oneonta, NY",1
"2182","Ontario, CA",1
"2183","Ontario, OH",2
"2184","Ontario, OR",1
"2185","Opelika, AL",3
"2186","Opelousas, LA",1
"2187","Orange Park, FL",1
"2188","Orange, CA",2
"2189","Orange, VA",1
"2190","Orangeburg, SC",4
"2191","Orcas Island, WA",1
"2192","Oregon City, OR",1
"2193","Oregon, IL",1
"2194","Oregon, OH",1
"2195","Oregon, WI",1
"2196","Orem, UT",1
"2197","Orland Park, IL",1
"2198","Orland, CA",1
"2199","Orlando, FL",24
"2200","Orleans, MA",1
"2201","Ormond Beach, FL",13
"2202","Orono, ME",1
"2203","Oroville, CA",1
"2204","Orrville, CA",1
"2205","Oshkosh, WI",3
"2206","Oskaloosa, IA",1
"2207","Ossining, NY",2
"2208","Oswego, IL",1
"2209","Oswego, NY",3
"2210","Ottawa, IL",2
"2211","Ottumwa, IA",2
"2212","Ouray, CO",1
"2213","Overland Park, KS",6
"2214","Owasso, OK",1
"2215","Owatonna, MN",1
"2216","Owensboro, KY",4
"2217","Owosso, MI",1
"2218","Oxford, CT",1
"2219","Oxford, KY",1
"2220","Oxford, MS",3
"2221","Oxford, OH",1
"2222","Oxnard, CA",6
"2223","Oyster Bay, NY",1
"2224","Paducah, KY",4
"2225","Pahrump, NV",1
"2226","Painesville, OH",1
"2227","Paintsville, KY",1
"2228","Palatine, IL",2
"2229","Palatka, FL",2
"2230","Palestine, TX",1
"2231","Palm Bay, FL",2
"2232","Palm Beach Gardens, FL",1
"2233","Palm Beach, FL",2
"2234","Palm Coast, FL",1
"2235","Palm Desert, CA",2
"2236","Palm Springs, CA",3
"2237","Palm Springs, FL",1
"2238","Palmdale, CA",3
"2239","Palmer, AK",1
"2240","Palmerton, PA",4
"2241","Palmetto, FL",1
"2242","Palmyra, VA",1
"2243","Palo Alto, CA",15
"2244","Palos Heights, IL",1
"2245","Palos Verdes, CA",1
"2246","Panama City Beach, FL",1
"2247","Panama City, FL",6
"2248","Paoli, IN",1
"2249","Paoli, PA",1
"2250","Papillion, NE",1
"2251","Parachute, CO",1
"2252","Paradise Valley, AZ",1
"2253","Paramount, CA",1
"2254","Paramus, NJ",1
"2255","Paris, TN",2
"2256","Paris, TX",3
"2257","Park City, UT",2
"2258","Park Rapids, MN",3
"2259","Park Ridge, IL",5
"2260","Parkersburg, WV",1
"2261","Parkland, FL",1
"2262","Parkville, MO",1
"2263","Parma, OH",1
"2264","Parsippany, NJ",1
"2265","Parsons, KS",1
"2266","Pasadena, CA",9
"2267","Pasadena, MD",3
"2268","Pascagoula, MS",1
"2269","Pasco, WA",7
"2270","Paso Robles, CA",1
"2271","Paterson, NJ",3
"2272","Pauls Valley, OK",2
"2273","Payson, AZ",3
"2274","Peabody, MA",2
"2275","Peachtree City, GA",1
"2276","Peconic, NY",1
"2277","Pecos, TX",1
"2278","Peekskill, NY",1
"2279","Pekin, IL",2
"2280","Pelham, NY",1
"2281","Pemberton Township, NJ",1
"2282","Pembroke Pines, FL",2
"2283","Pembroke, NC",2
"2284","Pen Argyl, PA",1
"2285","Pendelton, OR",1
"2286","Pendleton, IN",1
"2287","Pendleton, OR",4
"2288","Penn Hills, PA",1
"2289","Penn Yan, NY",1
"2290","Pennington, NJ",1
"2291","Pennsauken, NJ",1
"2292","Pennsburg, PA",1
"2293","Pennwynne, PA",1
"2294","Pensacola, FL",14
"2295","Peoria, IL",3
"2296","Perkasie, PA",1
"2297","Perris, CA",1
"2298","Perry Hall, MD",1
"2299","Perrysburg, OH",1
"2300","Perryville, MO",2
"2301","Pescadero, CA",1
"2302","Petal, MS",3
"2303","Petaluma, CA",5
"2304","Peterborough, NH",5
"2305","Petersburg, VA",1
"2306","Petoskey, MI",4
"2307","Petosky, MI",1
"2308","Pheonix, AZ",1
"2309","Philadelphia, NE",1
"2310","Philadelphia, PA",67
"2311","Philadephia, PA",1
"2312","Philipsburg, PA",1
"2313","Phillipsburg, NJ",1
"2314","Phoenix City, AL",1
"2315","Phoenix, AZ",42
"2316","Phoenixville, PA",1
"2317","Pickens, SC",1
"2318","Pickerington, OH",1
"2319","Pierre, SD",2
"2320","Pikeville, KY",1
"2321","Pilot Point, TX",3
"2322","Pinckney, MI",2
"2323","Pinckneyville, IL",1
"2324","Pine Bluff, AR",1
"2325","Pine City, MN",1
"2326","Pine Island, MN",1
"2327","Pine Island, NY",1
"2328","Pine Prarie, LA",1
"2329","Pinedale, WY",2
"2330","Pinole, CA",3
"2331","Piqua, OH",1
"2332","Pitman, NJ",2
"2333","Pittsboro, NC",5
"2334","Pittsburg, CA",3
"2335","Pittsburg, KS",1
"2336","Pittsburge, PA",1
"2337","Pittsburgh, PA",49
"2338","Pittsfield Charter Township, MI",3
"2339","Pittsfield Township, MI",1
"2340","Pittsfield, MA",4
"2341","Pittsfield, VT",1
"2342","Pittsford, NY",1
"2343","Pittston, PA",1
"2344","Placentia, CA",1
"2345","Placerville, CA",3
"2346","Plainfield, CT",1
"2347","Plainfield, IL",1
"2348","Plainfield, NH",2
"2349","Plainfield, NJ",1
"2350","Plainview, NY",1
"2351","Plainville, CT",1
"2352","Plano, TX",3
"2353","Plant City, FL",1
"2354","Plattsburgh, NY",2
"2355","Pleasant Hill, CA",1
"2356","Pleasant Hills, PA",1
"2357","Pleasant Valley, NY",2
"2358","Pleasanton, CA",3
"2359","Plymouth Meeting, PA",1
"2360","Plymouth, IN",1
"2361","Plymouth, MA",1
"2362","Plymouth, MI",3
"2363","Plymouth, MN",1
"2364","Pocatello, ID",3
"2365","Pocomoke City, MD",1
"2366","Point Pleasant Beach, NJ",1
"2367","Point Reyes, CA",1
"2368","Polson, MT",1
"2369","Pomfret, CT",1
"2370","Pomona, CA",4
"2371","Pompano Beach, FL",1
"2372","Ponca City, OK",1
"2373","Ponte Vedra Beach, FL",2
"2374","Pontiac, IL",1
"2375","Pontiac, MI",5
"2376","Porland, OR",1
"2377","Port Allegany, PA",1
"2378","Port Allen, LA",1
"2379","Port Angeles, WA",3
"2380","Port Arthur, TX",1
"2381","Port Clinton, OH",1
"2382","Port Huron, MI",4
"2383","Port Jefferson, NY",1
"2384","Port Jervis, NY",1
"2385","Port Orange, FL",1
"2386","Port Orchard, WA",1
"2387","Port Saint Lucie, FL",1
"2388","Port Townsend, WA",2
"2389","Portage, IN",1
"2390","Portage, MI",2
"2391","Portage, PA",1
"2392","Portales, NM",1
"2393","Porterville, CA",1
"2394","Portland, IN",2
"2395","Portland, ME",12
"2396","Portland, OR",188
"2397","Portola Valley, CA",11
"2398","Portsmouth, NH",2
"2399","Portsmouth, OH",1
"2400","Portsmouth, VA",10
"2401","Potsdam, NY",7
"2402","Pottstown, PA",3
"2403","Pottsville, PA",2
"2404","Poughkeepsie, NJ",1
"2405","Poughkeepsie, NY",5
"2406","Poulsbo, WA",3
"2407","Poway, CA",6
"2408","Powell, OH",1
"2409","Prairie du Sac, WI",1
"2410","Prairie Grove, AR",1
"2411","Prairie Village, KS",1
"2412","Prescott Valley, AZ",2
"2413","Prescott, AZ",1
"2414","Presque Isle, ME",3
"2415","Preston, CT",1
"2416","Prestonburg, KY",1
"2417","Prince Frederick, MD",1
"2418","Princeton, IL",1
"2419","Princeton, IN",1
"2420","Princeton, KY",1
"2421","Princeton, NJ",1
"2422","Princeton, WV",1
"2423","Prineville, NM",1
"2424","Prineville, OR",6
"2425","Providence, RI",19
"2426","Provincetown, MA",1
"2427","Provo, UT",7
"2428","Pueblo, CO",5
"2429","Pulaski, TN",1
"2430","Pulaski, WI",1
"2431","Pullman, WA",4
"2432","Punta Gorda, FL",2
"2433","Punxsutawney, PA",2
"2434","Purcellville, VA",1
"2435","Puyallup, WA",1
"2436","Quakertown, PA",2
"2437","Quarryville, PA",1
"2438","Quincy, CA",1
"2439","Quincy, FL",1
"2440","Quincy, IL",2
"2441","Quincy, MA",5
"2442","Quincy, WA",1
"2443","Quinlan, TX",2
"2444","Quitman, MS",1
"2445","Racine, WI",5
"2446","Radford, VA",1
"2447","Radnor, PA",2
"2448","Raeford, NC",1
"2449","Rahway, NJ",1
"2450","Raleigh, NC",33
"2451","Ramona, CA",4
"2452","Rancho Cucamonga, CA",4
"2453","Rancho Mirage, CA",1
"2454","Rancho Palos Verdes, CA",1
"2455","Rancho Peñasquitos, CA",1
"2456","Rancho Santa Margarita, CA",1
"2457","Randallstown, MA",1
"2458","Randolph, MA",1
"2459","Randolph, VT",1
"2460","Rantoul, IL",1
"2461","Rapid City, SD",7
"2462","Ravenna, OH",1
"2463","Raymond, WA",1
"2464","Reading, MA",1
"2465","Reading, PA",4
"2466","Red Bank, NJ",1
"2467","Red Bank, SC",1
"2468","Red Bluff, CA",2
"2469","Red Hook, NY",1
"2470","Red Lodge, MT",1
"2471","Red Oak, TX",1
"2472","Red Wing, MN",2
"2473","Redding, CA",7
"2474","Redlands, CA",8
"2475","Redmond, OR",1
"2476","Redmond, WA",3
"2477","Redondo Beach, CA",2
"2478","Redwood City, CA",2
"2479","Rehoboth Beach, DE",2
"2480","Reisterstown, MD",3
"2481","Reno, NV",12
"2482","Renssleaer, NY",1
"2483","Renton, WA",2
"2484","Revere, MA",2
"2485","Rexburg, ID",1
"2486","Rhinebeck, NY",2
"2487","Rhinelander, WI",1
"2488","Rialto, CA",1
"2489","Rice Lake, WI",1
"2490","Richardson, TX",2
"2491","Richland, WA",4
"2492","Richlands, VA",1
"2493","Richmond Hill, GA",1
"2494","Richmond, CA",6
"2495","Richmond, IN",2
"2496","Richmond, KY",2
"2497","Richmond, OH",1
"2498","Richmond, RI",1
"2499","Richmond, VA",51
"2500","Ridgecrest, CA",4
"2501","Ridgefield Park, NJ",2
"2502","Ridgefield, CT",1
"2503","Ridgefield, WA",3
"2504","Ridgewood, NJ",1
"2505","Ridgrecrest, CA",1
"2506","Ridgway, PA",1
"2507","Riegelsville, PA",1
"2508","Rifle, CO",3
"2509","Rio Grande, NJ",1
"2510","Rio Rancho, NM",2
"2511","Ripley, MA",1
"2512","Ripley, WV",1
"2513","Rising Sun, MD",1
"2514","Riverdale, GA",1
"2515","Riverhead, NY",5
"2516","Riverside, CA",6
"2517","Riverside, OH",1
"2518","Riverton, WY",1
"2519","Riverview, FL",2
"2520","Riverview, MI",2
"2521","Riviera Beach, FL",2
"2522","Roanoke, TX",1
"2523","Roanoke, VA",24
"2524","Robesonia, PA",1
"2525","Rochester Hills, MI",1
"2526","Rochester, MI",2
"2527","Rochester, MN",4
"2528","Rochester, NH",1
"2529","Rochester, NY",13
"2530","Rock Hill, SC",2
"2531","Rock Island, IL",1
"2532","Rock Springs, WY",3
"2533","Rockford, IL",20
"2534","Rockford, MI",1
"2535","Rockingham, NC",1
"2536","Rockland, ME",2
"2537","Rockledge, FL",1
"2538","Rockport, MA",1
"2539","Rockridge, CA",1
"2540","Rockville, MD",1
"2541","Rockwall, TX",1
"2542","Rocky Hill, CT",1
"2543","Rocky Mount, NC",1
"2544","Rocky Mount, VA",2
"2545","Rogers, AR",1
"2546","Rogersville, TN",2
"2547","Rogue River, OR",1
"2548","Rohnert Park, CA",2
"2549","Rolla, MO",1
"2550","Rome, GA",6
"2551","Rome, NY",1
"2552","Romeo, MI",1
"2553","Romulus, MI",1
"2554","Roosevelt, NY",1
"2555","Roseburg, OR",2
"2556","Roselle, NJ",1
"2557","Roseville, CA",4
"2558","Roseville, MI",1
"2559","Roseville, MN",2
"2560","Roslyn, NY",2
"2561","Roswell, NM",2
"2562","Round Hill, VA",1
"2563","Round Rock, TX",5
"2564","Rowland Heights, CA",1
"2565","Rowland, NC",1
"2566","Rowlett, TX",2
"2567","Roxboro, NC",2
"2568","Royal Oak, MI",2
"2569","Royalton, VT",1
"2570","Royersford, PA",1
"2571","Royse City, TX",1
"2572","Rugby, ND",1
"2573","Ruidoso, NM",1
"2574","Rushville, IN",1
"2575","Russellville, AR",1
"2576","Russellville, KY",1
"2577","Russett, MD",1
"2578","Ruston, LA",1
"2579","Rutherford, NJ",1
"2580","Rutland, VT",3
"2581","Sacramento, CA",28
"2582","Safford, AZ",1
"2583","Sag Harbor, NY",1
"2584","Saginaw, MI",5
"2585","Saint Albans, VT",2
"2586","Saint Augustine, FL",8
"2587","Saint Charles, MO",5
"2588","Saint Clair Shores, MI",3
"2589","Saint Cloud, FL",2
"2590","Saint Cloud, MN",7
"2591","Saint Francisville, LA",2
"2592","Saint George, UT",9
"2593","Saint Helens, OR",1
"2594","Saint John, IN",2
"2595","Saint Johns, FL",1
"2596","Saint Johnsbury, VT",1
"2597","Saint Joseph, MI",1
"2598","Saint Joseph, MO",1
"2599","Saint Louis, MO",28
"2600","Saint Martinville, LA",2
"2601","Saint Mary's, PA",1
"2602","Saint Marys, PA",1
"2603","Saint Matthews, KY",1
"2604","Saint Paul, MI",1
"2605","Saint Paul, MN",16
"2606","Saint Peters, MO",1
"2607","Saint Petersburg, FL",28
"2608","Salem, MA",5
"2609","Salem, OR",13
"2610","Salem, VA",3
"2611","Salida, CO",1
"2612","Salina, KS",1
"2613","Salinas, CA",6
"2614","Salisbury, CT",2
"2615","Salisbury, MD",3
"2616","Salisbury, NC",2
"2617","Salt Lake City, UT",44
"2618","San Angelo, TX",2
"2619","San Anselmo, CA",1
"2620","San Antonio, CA",1
"2621","San Antonio, TX",18
"2622","San Bernadino, CA",1
"2623","San Bernardino, CA",3
"2624","San Bruno, CA",1
"2625","San Carlos, CA",1
"2626","San Clemente, CA",2
"2627","San Diego, CA",76
"2628","San Francisco, CA",100
"2629","San Gabriel, CA",1
"2630","San Geronimo, CA",2
"2631","San Jose, CA",52
"2632","San Leandro, CA",6
"2633","San Luis Obispo, CA",17
"2634","San Luis Obispo, OR",1
"2635","San Marcos, CA",1
"2636","San Marcos, TX",2
"2637","San Mateo, CA",3
"2638","San Pablo, CA",1
"2639","San Pedro, CA",1
"2640","San Rafael, CA",6
"2641","San Ramon, CA",3
"2642","Sandersville, GA",1
"2643","Sandpoint, ID",7
"2644","Sandusky, OH",2
"2645","Sandwich, IL",1
"2646","Sandy Springs, GA",2
"2647","Sandy, OR",2
"2648","Sanford, ME",1
"2649","Sanford, NC",1
"2650","Santa Ana, CA",6
"2651","Santa Barbara, CA",5
"2652","Santa Clara, CA",3
"2653","Santa Clarita, CA",5
"2654","Santa Cruz, CA",15
"2655","Santa Fe, NM",8
"2656","Santa Maria, CA",2
"2657","Santa Monica, CA",8
"2658","Santa Paula, CA",1
"2659","Santa Rosa Beach, FL",1
"2660","Santa Rosa, CA",16
"2661","Santee, CA",10
"2662","Saranac Lake, NY",1
"2663","Sarasota, FL",8
"2664","Saratoga Springs, NY",7
"2665","Saratoga, CA",1
"2666","Saratoga, NY",1
"2667","Saugerties, NY",10
"2668","Saugus, MA",1
"2669","Sault Sainte Marie, MI",1
"2670","Sausalito, CA",2
"2671","Savannah, GA",3
"2672","Saxonburg, PA",1
"2673","Sayre, PA",1
"2674","Sayreville, NJ",1
"2675","Schaumburg, IL",1
"2676","Schellsburg, PA",1
"2677","Schenectady, NY",5
"2678","Schereville, IN",1
"2679","Schoolcraft, MI",1
"2680","Schwenksville, PA",1
"2681","Scituate, MA",1
"2682","Scotch Plains, NJ",2
"2683","Scottdale, PA",1
"2684","Scotts Valley, CA",1
"2685","Scottsbluff, NE",1
"2686","Scottsdale, AZ",2
"2687","Scranton, PA",5
"2688","Seaford, DE",1
"2689","Seaford, NY",1
"2690","Seaside Heights, NJ",2
"2691","Seaside, CA",7
"2692","Seaside, OR",4
"2693","Seattle, WA",136
"2694","Sebastopol, CA",8
"2695","Sebring, FL",2
"2696","Sedalia, MO",1
"2697","Sedro-Woolley, WA",1
"2698","Seguin, TX",1
"2699","Selah, WA",4
"2700","Selinsgrove, PA",4
"2701","Sellersville, PA",1
"2702","Selma, AL",2
"2703","Selma, NC",1
"2704","Sequim, WA",2
"2705","Severna Park, MD",1
"2706","Sewickley, PA",1
"2707","Seymour, IN",3
"2708","Shady Side, MD",1
"2709","Shaker Heights, OH",4
"2710","Shamokin, PA",2
"2711","Sharon, CT",1
"2712","Sharon, MA",1
"2713","Sharon, PA",1
"2714","Sharpsville, PA",1
"2715","Shawano, WI",1
"2716","Shawnee, OK",1
"2717","Sheboygan, NY",1
"2718","Sheboygan, WI",6
"2719","Shelburne Falls, MA",1
"2720","Shelburne, VT",1
"2721","Shelby Town, MI",1
"2722","Shelby Township, MI",7
"2723","Shelby, NC",3
"2724","Shelby, OH",1
"2725","Shelbyville, KY",1
"2726","Shelter Island, NY",1
"2727","Shelton, CT",1
"2728","Shenandoah, PA",1
"2729","Sheridan, AR",2
"2730","Sheridan, WY",2
"2731","Sherman Oaks, CA",94
"2732","Sherman, TX",1
"2733","Shippensburg, PA",3
"2734","Shirley, NY",5
"2735","Shoreline, WA",1
"2736","Shoreview, MN",1
"2737","Shorewood, WI",4
"2738","Shreveport, LA",12
"2739","Sidney, NE",1
"2740","Sidney, OH",1
"2741","Sierra Madre, CA",1
"2742","Sierra Vista, AZ",2
"2743","Siler City, NC",1
"2744","Silver City, NM",2
"2745","Silver Spring, MD",6
"2746","Silverton, OR",1
"2747","Simi Valley, CA",3
"2748","Simpsonville, SC",1
"2749","Simsbury, CT",1
"2750","Sioux City, IA",4
"2751","Sioux Falls, SD",5
"2752","Sister Bay, GA",1
"2753","Sisters, OR",4
"2754","Sitka, AK",2
"2755","Skagway, AK",1
"2756","Skaneateles, NY",1
"2757","Skokie, IL",1
"2758","Skowhegan, ME",1
"2759","Slidell, LA",2
"2760","Slippery Rock, PA",2
"2761","Smithtown, NY",7
"2762","Smyrna, GA",2
"2763","Smyrna, TN",1
"2764","Snohomish, WA",2
"2765","Snoqualmie, WA",1
"2766","Solanco, PA",1
"2767","Soldotna, AK",1
"2768","Soledad, CA",1
"2769","Solona Beach, CA",1
"2770","Solvang, CA",2
"2771","Somers Point, NJ",1
"2772","Somers, CT",1
"2773","Somers, NY",2
"2774","Somerset, KY",1
"2775","Somerset, PA",2
"2776","Somerville, NJ",4
"2777","Sonoma, CA",3
"2778","Sonora, CA",15
"2779","Souderton, PA",1
"2780","South Bay, CA",2
"2781","South Bend, IN",9
"2782","South Boston, VA",1
"2783","South Brunswick, NJ",2
"2784","South Deerfield, MA",1
"2785","South Jordan, UT",1
"2786","South Kingstown, RI",1
"2787","South Lake Tahoe, CA",4
"2788","South Pasadena, CA",6
"2789","South Point, KY",1
"2790","South Point, OH",1
"2791","South Portland, ME",1
"2792","South Sacramento, CA",1
"2793","South San Francisco, CA",2
"2794","South Windsor, CT",3
"2795","Southampton, MA",1
"2796","Southbridge, MA",1
"2797","Southbury, CT",16
"2798","Southfield, MI",4
"2799","Southgate, MI",1
"2800","Southington, CT",1
"2801","Southlake, TX",2
"2802","Southport, NC",2
"2803","Southwick, MA",1
"2804","Sparta, IL",1
"2805","Sparta, NJ",2
"2806","Spartanburg, SC",1
"2807","Spencer, IA",1
"2808","Spokane, WA",11
"2809","Spotsylvania Courthouse, VA",1
"2810","Spring Hill, TN",1
"2811","Spring Hope, NC",1
"2812","Spring Township, PA",1
"2813","Spring Valley, NY",1
"2814","Springboro, OH",1
"2815","Springfield, IL",3
"2816","Springfield, MA",7
"2817","Springfield, MO",9
"2818","Springfield, OH",3
"2819","Springfield, OR",16
"2820","Springfield, PA",1
"2821","St Johnsbury, VT",1
"2822","St. Anthony, MN",1
"2823","St. John, IN",1
"2824","St. Louis Park, MN",1
"2825","St. Louis, MO",2
"2826","St. Paul, MN",1
"2827","St. Peter, MN",1
"2828","Stafford, NJ",1
"2829","Stafford, VA",2
"2830","Stamford, CT",14
"2831","Stanardsville, VA",1
"2832","Stanford, CA",5
"2833","Stanwood, WA",6
"2834","Starkville, MS",1
"2835","State College, PA",9
"2836","Staten Island, NY",1
"2837","Statesboro, GA",2
"2838","Statesville, NC",73
"2839","Staunton, VA",3
"2840","Steamboat Springs, CO",2
"2841","Stephenville, TX",2
"2842","Sterling Heights, MI",1
"2843","Sterling, CO",2
"2844","Sterling, IL",1
"2845","Sterling, VA",1
"2846","Steubenville, OH",2
"2847","Stevens Point, WI",2
"2848","Stevenson, WA",1
"2849","Stevensville, MD",1
"2850","Stillwater, OK",3
"2851","Stockton, CA",12
"2852","Stockton, NJ",1
"2853","Stockton, TX",2
"2854","Stone Mountain, GA",6
"2855","Stonington, CT",4
"2856","Storm Lake, IA",1
"2857","Stoughton, MA",3
"2858","Stowe, VT",1
"2859","Strasburg, PA",1
"2860","Stratford, CT",1
"2861","Stroud Township, PA",1
"2862","Stroudsburg, PA",3
"2863","Stuart, FL",2
"2864","Studio City, CA",1
"2865","Sturbridge, MA",1
"2866","Sturgeon Bay, WI",1
"2867","Suffolk, VA",2
"2868","Sulphur Springs, TX",1
"2869","Summerville, SC",3
"2870","Summit, NJ",1
"2871","Sumter, SC",3
"2872","Sun Prairie, WI",2
"2873","Sunapee, NH",1
"2874","Sunbury, PA",2
"2875","Sunnyvale, CA",1
"2876","Sunrise, FL",1
"2877","Superior, WI",1
