"","City","VictimsCount"
"1006","Redan, GA",1
"1007","Redford Charter Township, MI",1
"1008","Refugio, TX",1
"1009","Reisterstown, MD",1
"1010","Reno, NV",5
"1011","Renton, WA",1
"1012","Reston, VA",1
"1013","Rex, GA",1
"1014","Richburg, SC",1
"1015","Richland Hills, TX",1
"1016","Richland, MS",1
"1017","Richmond Heights, OH",1
"1018","Richmond, TX",1
"1019","Richmond, VA",10
"1020","Ridge, VA",1
"1021","Ridgeland, MS",1
"1022","Ringgold, GA",1
"1023","Riverdale, GA",3
"1024","Riverside, CA",5
"1025","Roanoke Rapids, NC",1
"1026","Roanoke, VA",2
"1027","Robbins, IL",1
"1028","Roberta, GA",1
"1029","Rochester, IN",1
"1030","Rochester, NY",7
"1031","Rock Falls, IL",1
"1032","Rock Hill, SC",1
"1033","Rock Island, IL",5
"1034","Rockford, IL",3
"1035","Rocklin, CA",1
"1036","Rockville, MD",1
"1037","Rome, GA",2
"1038","Romeoville, IL",1
"1039","Rosamond, CA",1
"1040","Rosedale, MD",1
"1041","Rosenberg, TX",1
"1042","Roslindale, MA",1
"1043","Rosser, TX",1
"1044","Roswell, GA",2
"1045","Rougemont, NC",1
"1046","Roxboro, NC",1
"1047","Ruston, LA",1
"1048","Rutherford, NJ",1
"1049","Sacramento, CA",13
"1050","Saginaw, MI",1
"1051","Saint Paul, MN",1
"1052","Saint Petersburg, FL",1
"1053","Salem, AL",1
"1054","Salisbury, MD",4
"1055","Salisbury, NC",3
"1056","Salt Lake City, UT",5
"1057","San Angelo, TX",1
"1058","San Antonio, TX",16
"1059","San Bernardino, CA",7
"1060","San Clemente, CA",1
"1061","San Diego, CA",8
"1062","San Francisco, CA",8
"1063","San Jose, CA",2
"1064","San Jose, FL",1
"1065","San Leandro, CA",3
"1066","San Lorenzo, CA",1
"1067","San Marcos, TX",1
"1068","San Pablo, CA",1
"1069","Sandston, VA",1
"1070","Sanford, FL",1
"1071","Sanford, NC",2
"1072","Santa Ana, CA",2
"1073","Santa Clara, CA",1
"1074","Santa Clarita, CA",1
"1075","Saranac Lake, NY",1
"1076","Saratoga Springs, UT",1
"1077","Saratoga, NC",1
"1078","Savannah, GA",11
"1079","Scarbro, WV",1
"1080","Scottsdale, AZ",3
"1081","Scranton, PA",1
"1082","Seabrook, SC",1
"1083","Seattle, WA",10
"1084","Sebring, FL",2
"1085","Seguin, TX",1
"1086","Selma, AL",4
"1087","Senatobia, MS",2
"1088","Shallotte, NC",1
"1089","Shannon, MS",2
"1090","Sharon Hill, PA",1
"1091","Sheboygan, WI",1
"1092","Shenandoah, TX",1
"1093","Sheridan, AR",1
"1094","Shiner, TX",1
"1095","Shreveport, LA",14
"1096","Sierra Blanca, TX",1
"1097","Sikeston, MO",1
"1098","Silver Spring Shores, FL",1
"1099","Silver Spring, MD",6
"1100","Smyrna, GA",5
"1101","Snellville, GA",2
"1102","Solon, OH",1
"1103","Somerset, KY",1
"1104","Somerville, TX",1
"1105","South Bend, IN",3
"1106","South Brunswick, NJ",1
"1107","South Charleston, OH",1
"1108","South Euclid, OH",1
"1109","South Hill, VA",1
"1110","South Lake Tahoe, CA",1
"1111","South Lyon, MI",1
"1112","South Pittsburg, TN",1
"1113","Southaven, MS",3
"1114","Southfield, MI",2
"1115","Sparks, NV",2
"1116","Spartanburg, SC",4
"1117","Speedway, IN",1
"1118","Spiro, OK",1
"1119","Splendora, TX",1
"1120","Spokane, WA",2
"1121","Spring Valley, NY",1
"1122","Springdale, AR",1
"1123","Springfield, FL",1
"1124","Springfield, IL",2
"1125","Springfield, MA",6
"1126","Springfield, MO",2
"1127","Springfield, TN",1
"1128","Springfield, VA",1
"1129","St Joseph, IL",1
"1130","St Martinville, LA",1
"1131","St Paul, MN",1
"1132","St. Albans, NY",1
"1133","St. Clair Shores, MI",1
"1134","St. Cloud, FL",1
"1135","St. Cloud, MN",1
"1136","St. George, SC",1
"1137","St. Louis, MO",49
"1138","St. Paul, MN",7
"1139","St. Petersburg, FL",4
"1140","Starke, FL",1
"1141","State College, PA",1
"1142","Staten Island, NY",1
"1143","Statesboro, GA",2
"1144","Steubenville, OH",1
"1145","Stillwater, MN",1
"1146","Stockbridge, GA",1
"1147","Stockton, CA",12
"1148","Stone Mountain, GA",5
"1149","Stonewall, MS",1
"1150","Stonington, CT",1
"1151","Stovall, NC",1
"1152","Stratford, CT",1
"1153","Stratford, TX",1
"1154","Strong, AR",1
"1155","Sugar Land, TX",2
"1156","Sugarcreek, OH",1
"1157","Suitland, MD",3
"1158","Summerville, SC",1
"1159","Summit, MS",1
"1160","Sumter, SC",2
"1161","Sunnyvale, CA",1
"1162","Sunrise, FL",1
"1163","Surfside Beach, SC",1
"1164","Swartz, LA",1
"1165","Swedesboro, NJ",1
"1166","Sylvania, GA",1
"1167","Sylvester, GA",2
"1168","Syracuse, NY",9
"1169","Tabor City, NC",1
"1170","Tacoma, WA",6
"1171","Tahlequah, OK",1
"1172","Takoma Park, MD",2
"1173","Talking Rock, GA",1
"1174","Talladega, AL",2
"1175","Tallahassee, FL",10
"1176","Tallapoosa, GA",1
"1177","Tamarac, FL",2
"1178","Tampa, FL",12
"1179","Tarboro, NC",2
"1180","Taunton, MA",1
"1181","Taylors , SC",4
"1182","Taylorsville, UT",1
"1183","Temecula, CA",1
"1184","Tempe, AZ",4
"1185","Temple Hills, MD",1
"1186","Temple, TX",3
"1187","Terrytown, LA",1
"1188","Texarkana, TX",1
"1189","Texas city, TX",1
"1190","The Colony, TX",1
"1191","Theodore, AL",1
"1192","Thomasville, GA",3
"1193","Thomasville, NC",1
"1194","Thorsby, AL",1
"1195","Tillmans Corner, AL",1
"1196","Timmonsville, SC",1
"1197","Titusville, AL",1
"1198","Titusville, FL",2
"1199","Toccoa, GA",1
"1200","Toledo, OH",9
"1201","Toone, TN",1
"1202","Topeka, KS",4
"1203","Torrance, CA",1
"1204","Torrence, CA",1
"1205","Towson, MD",1
"1206","Trenton, NJ",6
"1207","Triangle, VA",1
"1208","Trinidad, CO",1
"1209","Trotwood , OH",1
"1210","Troy, NY",2
"1211","Troy, OH",1
"1212","Tucson , AZ",10
"1213","Tukwila, WA",1
"1214","Tulare, CA",2
"1215","Tulsa, OK",13
"1216","Tupelo, MS",3
"1217","Tuscaloosa, AL",6
"1218","Tuscon, AZ",2
"1219","Tuscumbia, AL",1
"1220","Tysons, VA",1
"1221","Union City, CA",1
"1222","Union City, GA",2
"1223","Union, NJ",1
"1224","Uniondale, NY",1
"1225","Universal City, CA",1
"1226","Upland, CA",1
"1227","Urbandale, IA",1
"1228","Utica, NY",1
"1229","Vacaville, CA",3
"1230","Valdosta, GA",1
"1231","Vallejo, CA",4
"1232","Vandalia, OH",1
"1233","Ventnor, NJ",1
"1234","Vernon, TX",1
"1235","Vero Beach, FL",1
"1236","Vicksburg, MS",1
"1237","Victorville, CA",2
"1238","Villa Park, IL",1
"1239","Ville Platte, LA",1
"1240","Vineland, NJ",4
"1241","Vinita, OK",1
"1242","Virginia Beach, VA",7
"1243","Vista, CA",1
"1244","Wabash, IN",1
"1245","Waco, TX",4
"1246","Wadesboro, NC",1
"1247","Waggaman, LA",1
"1248","Waldorf, MD",1
"1249","Wallace, NC",1
"1250","Wallkill, NY",1
"1251","Walls, MS",1
"1252","Walnut Creek, CA",1
"1253","Walterboro, SC",2
"1254","Walton, IN",1
"1255","Warren, AR",1
"1256","Warren, MI",1
"1257","Warren, MN",1
"1258","Warren, OH",1
"1259","Warrior, AL",1
"1260","Warwick, NY",1
"1261","Washington Park, IL",1
"1262","Washington, DC",40
"1263","Washington, NC",1
"1264","Washington, PA",1
"1265","Wasilla, AK",2
"1266","Waterloo, IA",2
"1267","Waukegan, IL",1
"1268","Wauwatosa, WI",2
"1269","Waycross, GA",2
"1270","Waynesboro, MS",1
"1271","Waynesboro, VA",1
"1272","Weatherford, TX",1
"1273","Webster City, IA",1
"1274","Webster Groves, MO",1
"1275","Weirton, WV",2
"1276","Wellington, UT",1
"1277","Wellston, MO",1
"1278","Wesson, MS",1
"1279","West Chester, PA",1
"1280","West Columbia, SC",2
"1281","West End, NC",1
"1282","West Haven, CT",4
"1283","West Helena, AR",2
"1284","West Jordan, UT",1
"1285","West Melbourne, FL",1
"1286","West Memphis, AR",3
"1287","West Milford, WV",1
"1288","West Milwaukee, WI",1
"1289","West Monroe, LA",2
"1290","West Orange, TX",1
"1291","West Palm Beach, FL",11
"1292","West Sacramento, CA",1
"1293","West Valley City, UT",1
"1294","Westerville, OH",2
"1295","Westlake, CA",1
"1296","Westmont, CA",1
"1297","Westwood Lakes, FL",2
"1298","Wetumpka, AL",1
"1299","Wheat Ridge, CO",1
"1300","White Marsh, MD",1
"1301","White Plains, MD",2
"1302","Whitehall, OH",1
"1303","Whitehall, PA",1
"1304","Whitehouse, TX",1
"1305","Wichita Falls, TX",1
"1306","Wichita, KS",4
"1307","Wilington , DE",1
"1308","Wilkes-Barre, PA",1
"1309","Wilkinsburg, PA",1
"1310","Willcox, AZ",1
"1311","Williamsburg, VA",1
"1312","Willimantic, CT",1
"1313","Willowbrook, CA",1
"1314","Wilmington, CA",1
"1315","Wilmington, DE",5
"1316","Wilmington, NC",4
"1317","Wilson, NC",2
"1318","Winchester, CA",1
"1319","Windsor, NC",1
"1320","Windsor, WI",1
"1321","Winston Salem, NC",1
"1322","Winston-Salem, NC",3
"1323","Winter Haven, FL",1
"1324","Winter Park, FL",1
"1325","Wisner, LA",1
"1326","Wolfe City, TX",1
"1327","Woodbine, GA",1
"1328","Woodbridge Township, VA",1
"1329","Woodlawn, MD",1
"1330","Woodville, GA",1
"1331","Woodville, TX",1
"1332","Wrens, GA",1
"1333","Wyandanch, NY",1
"1334","Wynne, AR",1
"1335","Wynnewood, OK",1
"1336","Wyoming, MI",2
"1337","Yale, VA",1
"1338","Yazoo City, MS",1
"1339","Yellow Bluff, AL",1
"1340","Yonkers, NY",2
"1341","York, PA",2
"1342","Yorktown, VA",2
"1343","Youngstown, OH",1
"1344","Yucca Valley, CA",1
"1345","Yulee, FL",3
"1346","Zephyrhills, FL",1
"1347","Zion, IL",3
