"","City","VictimsCount"
"1953","Hebron, KY",2
"1954","Hedgesville, WV",1
"1955","Hedwig, TX",1
"1956","Helena, MT",2
"1957","Hemet, CA",16
"1958","Hemphill, WV",1
"1959","Henderson, KY",1
"1960","Henderson, NC",2
"1961","Henderson, NV",17
"1962","Henderson, TN",1
"1963","Hendersonville, NC",3
"1964","Hendersonville, TN",1
"1965","Henryetta, OK",2
"1966","Hensley, WV",1
"1967","Hephzibah, GA",1
"1968","Herald, CA",1
"1969","Hereford, TX",1
"1970","Herkimer, NY",1
"1971","Herman, MN",1
"1972","Hermantown, MN",2
"1973","Hermitage, MO",1
"1974","Hermitage, TN",2
"1975","Hernando, FL",1
"1976","Hernando, MS",1
"1977","Herndon, VA",1
"1978","Herrick Township, PA",2
"1979","Herriman, UT",2
"1980","Hesperia, CA",11
"1981","Hessel, MI",1
"1982","Hesston, KS",1
"1983","Hialeah, FL",9
"1984","Hickory, NC",7
"1985","High Point, NC",6
"1986","Highland Mills, NY",1
"1987","Highland Park, IL",1
"1988","Highland Park, MI",1
"1989","Highland Park, TX",1
"1990","Highland Springs, VA",1
"1991","Highland Township, MI",1
"1992","Highland, CA",6
"1993","Hilham, TN",1
"1994","Hillard, FL",1
"1995","Hillburn, NY",1
"1996","Hilliard, FL",1
"1997","Hilliard, OH",1
"1998","Hillrose, CO",1
"1999","Hillsboro, KY",1
"2000","Hillsboro, OH",1
"2001","Hillsboro, OR",7
"2002","Hillsborough, NJ",2
"2003","Hillsdale, MI",1
"2004","Hilo, HI",5
"2005","Hiltons, VA",1
"2006","Hinkley, MN",1
"2007","Hinton, VA",1
"2008","Hinton, WV",1
"2009","Hiram, GA",1
"2010","Hiram, ME",2
"2011","Hixson, TN",2
"2012","Hobbs, NM",7
"2013","Hobe Sound, FL",1
"2014","Hockingport, OH",1
"2015","Hodgenville, KY",1
"2016","Hogansville, GA",1
"2017","Hohenwald, TN",2
"2018","Hoisington, KS",1
"2019","Holden, MO",1
"2020","Holiday, FL",2
"2021","Holladay, UT",2
"2022","Holland, MI",1
"2023","Holland, PA",1
"2024","Holliday, TX",1
"2025","Hollis, ME",1
"2026","Hollister, MO",1
"2027","Holly Hill, FL",1
"2028","Holly Pond, AL",1
"2029","Holly Springs, GA",1
"2030","Holly Springs, NC",1
"2031","Hollywood, AL",1
"2032","Hollywood, FL",8
"2033","Holt, MO",1
"2034","Holy Cross, AK",1
"2035","Holyoke, CO",1
"2036","Home Garden, CA",1
"2037","Homedale, ID",1
"2038","Homer Glen, IL",1
"2039","Homerville, GA",1
"2040","Homestead, FL",12
"2041","Hometown, WV",1
"2042","Homewood, AL",1
"2043","Homewood, IL",1
"2044","Hominy, OK",1
"2045","Homosassa, FL",3
"2046","Hondo, TX",1
"2047","Honea Path, SC",1
"2048","Honolulu, HI",20
"2049","Hooker, OK",1
"2050","Hoopa, CA",1
"2051","Hoover, AL",2
"2052","Hope Mills, NC",3
"2053","Hopewell Junction, NY",1
"2054","Hopewell, VA",5
"2055","Hopkinsville, KY",2
"2056","Hoquiam, WA",2
"2057","Horizon City, TX",1
"2058","Horn Lake, MS",4
"2059","Hornick, IA",1
"2060","Horseheads, NY",1
"2061","Hoschton, GA",1
"2062","Hosford, FL",1
"2063","Hot Springs, AR",1
"2064","Hot Sulphur Springs, CO",1
"2065","Hotchkiss, CO",1
"2066","Houghton Lake, MI",1
"2067","Houma, LA",8
"2068","Houston, AK",1
"2069","Houston, TX",179
"2070","Hoxie, AR",1
"2071","Hubbard Township, OH",1
"2072","Hubbard, MN",1
"2073","Huber Heights, OH",2
"2074","Hubert, NC",2
"2075","Hudson, FL",3
"2076","Hudson, NC",2
"2077","Hudson, OH",1
"2078","Hueytown, AL",1
"2079","Huger, SC",1
"2080","Hughes, AR",1
"2081","Humble, TX",2
"2082","Humboldt, TN",1
"2083","Hummelstown, PA",1
"2084","Hunters, WA",1
"2085","Huntersville, NC",2
"2086","Huntertown, IN",1
"2087","Huntington Beach, CA",7
"2088","Huntington Park, CA",5
"2089","Huntington, IN",2
"2090","Huntington, TX",1
"2091","Huntington, UT",1
"2092","Huntington, WV",3
"2093","Huntley, MT",1
"2094","Huntsville, AL",18
"2095","Huntsville, TX",3
"2096","Huntsville, UT",1
"2097","Hurdle Mills, NC",1
"2098","Huron, CA",2
"2099","Hurricane, UT",1
"2100","Hurricane, WV",1
"2101","Hurst, IL",1
"2102","Hurst, TX",2
"2103","Hutchins, TX",1
"2104","Hutchinson, KS",2
"2105","Hutchinson, MN",1
"2106","Hyattsville, MD",3
"2107","Hyde Park, NY",1
"2108","Idabel, OK",1
"2109","Idaho Falls, ID",8
"2110","Immokalee, FL",2
"2111","Imperial, CA",1
"2112","Imperial, MO",1
"2113","Independence Charter Township, MI",1
"2114","Independence, KS",1
"2115","Independence, KY",2
"2116","Independence, LA",1
"2117","Independence, MO",11
"2118","Independence, VA",1
"2119","Indialantic, FL",2
"2120","Indian Head, MD",1
"2121","Indian Land, SC",1
"2122","Indian Mound, TN",1
"2123","Indian Wells, CA",1
"2124","Indianapolis, IN",59
"2125","Indiantown, FL",1
"2126","Indio, CA",8
"2127","Industry, CA",1
"2128","Ingleside, TX",1
"2129","Inglewood, CA",10
"2130","Inkster, MI",1
"2131","Inman, SC",1
"2132","Interlachen, FL",1
"2133","Inverness, FL",1
"2134","Inwood, NY",1
"2135","Inwood, WV",1
"2136","Inyokern, CA",1
"2137","Iota, LA",1
"2138","Iowa Falls, IA",2
"2139","Iron River, MI",2
"2140","Irvine, CA",3
"2141","Irving, TX",12
"2142","Irvington, NJ",3
"2143","Irwin, PA",1
"2144","Irwindale, CA",1
"2145","Ishpeming, MI",1
"2146","Islamorada, FL",1
"2147","Islip, NY",1
"2148","Ithaca, NY",1
"2149","Iuka, MS",2
"2150","Iva, SC",1
"2151","Ivanhoe, CA",1
"2152","Jackson Township, OH",1
"2153","Jackson Township, PA",1
"2154","Jackson, CA",1
"2155","Jackson, GA",2
"2156","Jackson, MI",3
"2157","Jackson, MO",2
"2158","Jackson, MS",17
"2159","Jackson, OH",1
"2160","Jackson, TN",7
"2161","Jackson, WI",1
"2162","Jacksonboro, SC",1
"2163","Jacksonville, AL",2
"2164","Jacksonville, AR",4
"2165","Jacksonville, FL",70
"2166","Jacksonville, MO",1
"2167","Jacksonville, NC",2
"2168","Jal, NM",1
"2169","Jamaica, NY",2
"2170","James Island, SC",2
"2171","Jamestown, CA",1
"2172","Jamestown, NC",2
"2173","Jamestown, ND",1
"2174","Jamestown, NY",1
"2175","Jamestown, TN",1
"2176","Jamesville, NY",1
"2177","Janesville, WI",1
"2178","Jasper, AL",1
"2179","Jasper, FL",3
"2180","Jasper, GA",3
"2181","Jasper, TN",1
"2182","Jasper, TX",1
"2183","Jay, OK",1
"2184","Jean, NV",4
"2185","Jefferson City, MO",4
"2186","Jefferson City, TN",1
"2187","Jefferson, LA",1
"2188","Jefferson, ME",1
"2189","Jefferson, NC",1
"2190","Jefferson, OH",1
"2191","Jeffersontown, KY",1
"2192","Jeffersonville, IN",3
"2193","Jeffersonville, OH",1
"2194","Jennings, MO",3
"2195","Jenny Lind, CA",1
"2196","Jerome, ID",1
"2197","Jersey City, NJ",8
"2198","Jerseyville, IL",1
"2199","Jesup, GA",1
"2200","Joelton, TN",1
"2201","Johns Creek, GA",1
"2202","Johns Island, SC",2
"2203","Johnson City, NY",1
"2204","Johnson City, TN",5
"2205","Johnson Creek, WI",1
"2206","Johnsonburg, PA",1
"2207","Johnsonville, NC",1
"2208","Johnsonville, SC",1
"2209","Johnston, RI",1
"2210","Johnstown, CO",1
"2211","Johnstown, NY",1
"2212","Johnstown, PA",2
"2213","Joliet, IL",9
"2214","Joliet, MT",1
"2215","Jonesboro, AR",9
"2216","Jonesboro, GA",6
"2217","Jonesboro, LA",1
"2218","Jonesborough, TN",3
"2219","Jonesville, NC",2
"2220","Joplin, MO",8
"2221","Joshua Tree, CA",3
"2222","Jourdanton, TX",2
"2223","Judsonia, AR",1
"2224","Junction City, KS",1
"2225","Juneau, AK",3
"2226","Juniata, NE",1
"2227","Juniata, PA",1
"2228","Jupiter, FL",1
"2229","Jurupa Valley, CA",7
"2230","Kahului, HI",2
"2231","Kaibeto, AZ",1
"2232","Kailua-Kona, HI",2
"2233","Kailua, HI",1
"2234","Kalama, WA",1
"2235","Kalamazoo, MI",8
"2236","Kalispell, MT",1
"2237","Kaneohe, HI",2
"2238","Kannapolis, NC",2
"2239","Kansas City, KS",13
"2240","Kansas CIty, KS",6
"2241","Kansas City, MO",45
"2242","Kansas CIty, MO",9
"2243","Kapolei, HI",2
"2244","Karnack, TX",1
"2245","Kasilof, AK",3
"2246","Kathleen, GA",1
"2247","Katy, TX",5
"2248","Kaukauna, WI",2
"2249","Kayenta, AZ",1
"2250","Kaysville, UT",1
"2251","Kea'au, HI",1
"2252","Keaau, HI",2
"2253","Keansburg, NJ",2
"2254","Kearns, UT",3
"2255","Kearny, AZ",1
"2256","Keene, NH",1
"2257","Kegley, WV",1
"2258","Keithville, LA",2
"2259","Keizer, OR",1
"2260","Kellyville, OK",1
"2261","Kelso, WA",4
"2262","Kemp, TX",1
"2263","Kendall, FL",1
"2264","Kendallville, IN",1
"2265","Kenly, NC",1
"2266","Kennard, IN",1
"2267","Kennedale, TX",1
"2268","Kenner, LA",5
"2269","Kennesaw, GA",2
"2270","Kennett, MO",2
"2271","Kennewick, WA",7
"2272","Kenosha, WI",1
"2273","Kensington, NH",1
"2274","Kent, OH",2
"2275","Kent, WA",12
"2276","Kenton, OH",1
"2277","Kentwood, MI",3
"2278","Kenwood, OK",1
"2279","Kernersville, NC",1
"2280","Kerrville, TX",2
"2281","Kettering, OH",2
"2282","Kettle, WV",1
"2283","Kewaskum, WI",1
"2284","Kewaunee, WI",1
"2285","Key Largo, FL",2
"2286","Key West, FL",1
"2287","Kila, MT",1
"2288","Kilgore, TX",1
"2289","Killeen, TX",9
"2290","Killen, AL",1
"2291","Kiln, MS",1
"2292","Kimberling City, MO",1
"2293","Kimberly, ID",1
"2294","King , NC",1
"2295","King City, CA",1
"2296","King George, VA",2
"2297","King of Prussia, PA",2
"2298","Kingman, AZ",11
"2299","Kings Mountain, NC",1
"2300","Kingsbury, TX",1
"2301","Kingsland, GA",3
"2302","Kingsland, TX",1
"2303","Kingsport, TN",3
"2304","Kingston Springs, TN",1
"2305","Kingstree, SC",1
"2306","Kingwood, TX",2
"2307","Kinston, NC",2
"2308","Kiowa, OK",2
"2309","Kirbyville, TX",1
"2310","Kirkland, WA",4
"2311","Kirksville, MO",1
"2312","Kissimmee, FL",4
"2313","Kittery, ME",1
"2314","Kittitas, WA",1
"2315","Kitts Hill, OH",1
"2316","Klamath Falls, OR",5
"2317","Knowlton Township, NJ",1
"2318","Knox, IN",1
"2319","Knoxville, AL",1
"2320","Knoxville, PA",1
"2321","Knoxville, TN",24
"2322","Kokomo, IN",1
"2323","Kountze, TX",1
"2324","Kress, TX",1
"2325","Krypton, KY",1
"2326","Kuna, ID",1
"2327","Kyle, SD",2
"2328","Kyle, TX",2
"2329","La Belle, MO",1
"2330","La Crosse, WI",1
"2331","La Follette, TN",2
"2332","La Grande, WA",1
"2333","La Habra, CA",3
"2334","La Jolla, CA",1
"2335","La Joya, TX",1
"2336","La Marque, TX",2
"2337","La Mesa, CA",1
"2338","La Mirada, CA",1
"2339","La Monte, MO",1
"2340","La Plata, MD",1
"2341","La Porte, TX",1
"2342","La Puente, CA",2
"2343","La Quinta, CA",3
"2344","La Rue, OH",1
"2345","La Salle, CO",2
"2346","La Vergne, TN",1
"2347","LaBelle, FL",1
"2348","Lacey, WA",4
"2349","Lacombe, LA",1
"2350","Ladera Heights, CA",1
"2351","Lady Lake, FL",2
"2352","Lafayette, IN",1
"2353","Lafayette, LA",10
"2354","Lafayette, WI",1
"2355","Lagrange, GA",2
"2356","LaGrange, GA",2
"2357","Lagrange, ME",1
"2358","Laguna Niguel, CA",2
"2359","Laguna Woods, CA",1
"2360","Laguna, NM",2
"2361","Laie, HI",1
"2362","Lake Alfred, FL",1
"2363","Lake Arrowhead, CA",1
"2364","Lake Arthur, NM",1
"2365","Lake Charles, LA",7
"2366","Lake City, FL",4
"2367","Lake City, PA",1
"2368","Lake City, SC",1
"2369","Lake Cormorant, MS",1
"2370","Lake Elmo, MN",1
"2371","Lake Elsinore, CA",6
"2372","Lake Forest, CA",2
"2373","Lake Geneva, WI",1
"2374","Lake Hallie, WI",1
"2375","Lake Hamilton, AR",1
"2376","Lake Havasu City, AZ",4
"2377","Lake Havasu, AZ",1
"2378","Lake Isabella, CA",1
"2379","Lake Jackson, TX",2
"2380","Lake Los Angeles, CA",2
"2381","Lake Mary, FL",1
"2382","Lake Placid, FL",1
"2383","Lake St. Louis, MO",1
"2384","Lake Station, IN",1
"2385","Lake Stevens, WA",3
"2386","Lake View, SC",1
"2387","Lake Wales, FL",4
"2388","Lake Worth Beach, FL",1
"2389","Lake Worth, FL",2
"2390","Lakehead, CA",1
"2391","Lakeland, FL",14
"2392","Lakeland, TN",1
"2393","Lakemoor, IL",1
"2394","Lakeport, CA",1
"2395","Lakes, AK",1
"2396","Lakeshire, MO",2
"2397","Lakeside, AZ",2
"2398","Lakeside, CA",1
"2399","Lakeview, GA",1
"2400","Lakeview, MI",1
"2401","Lakeview, OR",1
"2402","Lakeview, TX",1
"2403","Lakeville, MN",1
"2404","Lakewood, CA",1
"2405","Lakewood, CO",18
"2406","Lakewood, WA",7
"2407","Lame Deer, MT",1
"2408","Lamesa, TX",1
"2409","Lampe, MO",1
"2410","Lancaster, CA",13
"2411","Lancaster, KY",1
"2412","Lancaster, OH",1
"2413","Lancaster, PA",9
"2414","Lancaster, SC",2
"2415","Lancaster, TX",3
"2416","Land O' Lakes, FL",1
"2417","Lander, WY",1
"2418","Landover, MD",2
"2419","Landrum, SC",3
"2420","Lane, OK",1
"2421","Lanesboro, MN",1
"2422","Lanesboro, NC",1
"2423","Langtown, AL",1
"2424","Lanham, MD",1
"2425","Lansing Township, MI",1
"2426","Lansing, IL",1
"2427","Lansing, MI",5
"2428","Lantana, FL",1
"2429","Lantana, TX",1
"2430","LaPlace, LA",2
"2431","Laramie, WY",3
"2432","Laredo, TX",19
"2433","Largo, FL",2
"2434","Larimer, PA",1
"2435","Las Cruces, NM",29
"2436","Las Vegas, NM",2
"2437","Las Vegas, NV",98
"2438","Latham, NY",2
"2439","Latrobe, PA",1
"2440","Latta, SC",1
"2441","Lauderdale Lakes, FL",1
"2442","Lauderhill, FL",4
"2443","Laughlin, NV",2
"2444","Laurel, MD",2
"2445","Laurel, MS",2
"2446","Laurens, SC",1
"2447","Laurie, MO",1
"2448","Laveen, AZ",2
"2449","Lawndale, NC",1
"2450","Lawrence, IN",4
"2451","Lawrence, KS",2
"2452","Lawrenceburg, IN",2
"2453","Lawrenceburg, KY",2
"2454","Lawrenceburg, TN",1
"2455","Lawrenceville, GA",6
"2456","Lawson, MO",1
"2457","Lawtey, FL",1
"2458","Lawton, OK",8
"2459","Layton, UT",2
"2460","Lead, SD",1
"2461","Leadwood, MO",1
"2462","League City, TX",8
"2463","Leander, TX",1
"2464","Leavenworth, KS",3
"2465","Lebanon, OR",1
"2466","Lebanon, PA",1
"2467","Lebanon, TN",1
"2468","Lebec, CA",1
"2469","Lee's Summit, MO",1
"2470","Leeds, AL",1
"2471","Leesburg, FL",3
"2472","Leesburg, GA",2
"2473","Leesburg, NJ",1
"2474","Leesville, SC",1
"2475","Lehigh Acres, FL",3
"2476","Lehigh, KS",1
"2477","Leicester, MA",1
"2478","Leicester, NC",1
"2479","Leitchfield, KY",2
"2480","Leland, NC",2
"2481","Lemon Grove, CA",3
"2482","Lemoore, CA",1
"2483","Lena, IL",1
"2484","Lenexa, KS",2
"2485","Lennox, CA",1
"2486","Lenoir City, TN",3
"2487","Lenoir, NC",6
"2488","Leominster, MA",1
"2489","Leonardtown, MD",1
"2490","Leonia, NJ",1
"2491","Leslie, AR",2
"2492","Levelland, TX",1
"2493","Levittown, PA",1
"2494","Lewes, DE",1
"2495","Lewisburg, KY",1
"2496","Lewisburg, TN",1
"2497","Lewisburg, WV",1
"2498","Lewiston, ID",2
"2499","Lewistown, IL",1
"2500","Lewistown, PA",2
"2501","Lewisville, TX",2
"2502","Lexington Park, MD",1
"2503","Lexington, IL",1
"2504","Lexington, KY",4
"2505","Lexington, MA",1
"2506","Lexington, MS",1
"2507","Lexington, NC",1
"2508","Lexington, OH",1
"2509","Lexington, SC",7
"2510","Lexington, TN",1
"2511","Lexington, VA",2
"2512","Liberty City, FL",1
"2513","Liberty Hill, TX",1
"2514","Liberty Township, MN",1
"2515","Liberty Township, OH",1
"2516","Liberty, IN",1
"2517","Liberty, MO",2
"2518","Liberty, NC",1
"2519","Liberty, SC",1
"2520","Ligonier Township, PA",1
"2521","Lihue, HI",1
"2522","Lilburn, GA",1
"2523","Lilesville, NC",1
"2524","Lillington, NC",1
"2525","Lily, KY",1
"2526","Lima, OH",2
"2527","Limerick, ME",1
"2528","Lincoln City, OR",3
"2529","Lincoln, AR",1
"2530","Lincoln, CA",1
"2531","Lincoln, IL",1
"2532","Lincoln, NE",11
"2533","Lincolnton , NC",4
"2534","Linda, CA",1
"2535","Lindale, TX",2
"2536","Lindsay, OK",1
"2537","Linthicum Heights, MD",2
"2538","Linville, NC",1
"2539","Linwood, NC",3
"2540","Linwood, PA",1
"2541","Lisle, IL",1
"2542","Litchfield, IL",1
"2543","Lithia Springs, GA",4
"2544","Lithonia, GA",3
"2545","Lititz, PA",1
"2546","Littcarr , KY",1
"2547","Little Egg Harbor Township, NJ",2
"2548","Little Elm, TX",1
"2549","Little Mountain, SC",1
"2550","Little Orleans, MD",1
"2551","Little River, SC",1
"2552","Little Rock, AR",25
"2553","Littlefield, AZ",1
"2554","Littlefield, TX",1
"2555","Littlerock, CA",1
"2556","Littleton, CO",6
"2557","Live Oak, CA",1
"2558","Live Oak, FL",1
"2559","Livermore, CA",1
"2560","Livingston, MT",1
"2561","Livingston, TN",1
"2562","Livingston, TX",1
"2563","Livonia, MI",2
"2564","Lizella, GA",2
"2565","Llano, TX",2
"2566","Lockhart, TX",1
"2567","Lockwood, MO",1
"2568","Locust Grove, GA",1
"2569","Locust Grove, OK",1
"2570","Locust, NC",1
"2571","Lodge Grass, MT",1
"2572","Lodi, CA",3
"2573","Logan, NM",1
"2574","Logan, UT",3
"2575","Logansport, IN",1
"2576","Loganville, GA",4
"2577","Loma Linda, CA",2
"2578","Loma, CO",2
"2579","Lombard, IL",1
"2580","Lompoc, CA",5
"2581","London, AR",1
"2582","London, KY",3
"2583","London, OH",2
"2584","Lone Tree, CO",3
"2585","Long Beach, CA",37
"2586","Long Beach, MS",1
"2587","Long Branch, NJ",1
"2588","Longmont, CO",4
"2589","Longs, SC",1
"2590","Longview, TX",10
"2591","Longview, WA",7
"2592","Longwood, FL",1
"2593","Lonoke, AR",2
"2594","Loon Lake, WA",1
"2595","Lorain, OH",4
"2596","Lore City, OH",1
"2597","Lorena, TX",1
"2598","Lorenzo, TX",1
"2599","Loretto, KY",1
"2600","Los Alamitos, CA",1
"2601","Los Angeles , CA",213
"2602","Los Banos, CA",4
"2603","Los Lunas, NM",8
"2604","Los Ranchos, NM",1
"2605","Lost Hills, CA",1
"2606","Louisa, KY",1
"2607","Louisiana, MO",1
"2608","Louisville , CO",1
"2609","Louisville , GA",1
"2610","Louisville , KY",44
"2611","Louisville , NE",1
"2612","Louisville , TN",1
"2613","Lovejoy, GA",1
"2614","Loveland, CO",5
"2615","Lovelock, NV",1
"2616","Lovington, NM",1
"2617","Lowell, AR",2
"2618","Lowell, MA",1
"2619","Loxahatchee, FL",1
"2620","Loxley, AL",2
"2621","Loyal, WI",1
"2622","Lubbock, TX",15
"2623","Lucedale, MS",3
"2624","Lucerne Valley, CA",2
"2625","Lucerne, CA",1
"2626","Ludington, MI",1
"2627","Ludlow, KY",1
"2628","Ludlow, ME",1
"2629","Ludlow, VT",1
"2630","Ludowici, GA",1
"2631","Lufkin, TX",6
"2632","Lukachukai, AZ",1
"2633","Lumberton, MS",1
"2634","Lumberton, NC",4
"2635","Lumberton, TX",1
"2636","Lumpkin, GA",1
"2637","Luray, VA",1
"2638","Luverne, AL",2
"2639","Luxora, AR",1
"2640","Lyerly, GA",1
"2641","Lynchburg, VA",4
"2642","Lyndhurst, NJ",1
"2643","Lynn, IN",1
"2644","Lynn, MA",6
"2645","Lynnwood, WA",2
"2646","Lynwood, CA",6
"2647","Lyons, IL",1
"2648","Mabank, TX",3
"2649","Mabelvale, AR",1
"2650","Mableton, GA",6
"2651","Macclesfield, NC",1
"2652","Mackinaw, IL",1
"2653","Macomb, IL",2
"2654","Macon, GA",4
"2655","Mad River, CA",1
"2656","Madera, CA",3
"2657","Madison Heights, MI",1
"2658","Madison Township, OH",1
"2659","Madison, AL",1
"2660","Madison, ME",1
"2661","Madison, OH",1
"2662","Madison, TN",1
"2663","Madison, WI",8
"2664","Madisonville , KY",1
"2665","Madisonville , OH",1
"2666","Madisonville , TN",4
"2667","Madras, GA",1
"2668","Maeystown, IL",1
"2669","Magna, UT",3
"2670","Magnolia, AR",1
"2671","Magnolia, DE",1
"2672","Magnolia, TX",2
"2673","Mahoning Township, PA",1
"2674","Maiden, NC",2
"2675","Makaha, HI",1
"2676","Malden, WV",1
"2677","Malone, KY",1
"2678","Malone, NY",1
"2679","Malta, MT",1
"2680","Malvern, AR",3
"2681","Malvern, PA",1
"2682","Mamou, LA",1
"2683","Man, WV",1
"2684","Manassas, VA",1
"2685","Manchester Township, NJ",2
"2686","Manchester, CT",1
"2687","Manchester, IL",1
"2688","Manchester, NH",7
"2689","Manchester, PA",1
"2690","Mancos, CO",1
"2691","Mandan, ND",1
"2692","Mandeville, LA",2
"2693","Manhattan, KS",1
"2694","Manheim, PA",1
"2695","Manila, AR",2
"2696","Manistee, MI",1
"2697","Manitou Springs, CO",1
"2698","Manitowoc, WI",1
"2699","Mankato, MN",4
"2700","Manlius, NY",1
"2701","Mannford, OK",1
"2702","Manor, TX",1
"2703","Manorville, NY",1
"2704","Mansfield, OH",8
"2705","Mansura, LA",1
"2706","Manteo, NC",1
"2707","Mantoloking, NJ",1
"2708","Mantua Township, NJ",1
"2709","Mapleton, ND",1
"2710","Maplewood, MN",1
"2711","Maquoketa, IA",1
"2712","Marana, AZ",4
"2713","Marengo, IN",1
"2714","Margate, FL",2
"2715","Marianna, FL",1
"2716","Maricopa, AZ",4
"2717","Marietta, GA",11
"2718","Marietta, OK",1
"2719","Marietta, SC",1
"2720","Marina, CA",1
"2721","Marine City, MI",1
"2722","Marinette, WI",1
"2723","Marion, AR",1
"2724","Marion, IL",1
"2725","Marion, IN",5
"2726","Marion, MI",1
"2727","Marion, NC",1
"2728","Marion, SC",1
"2729","Marion, TX",1
"2730","Marion, VA",1
"2731","Mariposa, CA",2
"2732","Markham, IL",2
"2733","Marksville, LA",2
"2734","Marlinton, WV",1
"2735","Marlow Heights, MD",1
"2736","Marrero, LA",4
"2737","Marriott-Slaterville, UT",1
"2738","Mars Hill, ME",1
"2739","Marshall, AR",1
"2740","Marshall, MI",1
"2741","Marshall, MN",1
"2742","Marshall, TX",1
"2743","Marshalltown, IA",1
"2744","Martelle, IA",1
"2745","Martha Lake, WA",1
"2746","Martin, TN",1
"2747","Martinez, CA",2
"2748","Martins Ferry, OH",1
"2749","Martinsburg, MO",1
"2750","Martinsburg, WV",3
"2751","Martinsville, VA",1
"2752","Maryland Heights, MO",2
"2753","Marysville, CA",4
"2754","Marysville, OH",1
"2755","Marysville, WA",3
"2756","Maryville, TN",3
"2757","Masaryktown, FL",2
"2758","Mascotte, FL",1
"2759","Mashantucket, CT",1
"2760","Mason, OH",1
"2761","Masontown, PA",1
"2762","Massapequa Park, NY",1
"2763","Massapequa, NY",1
"2764","Massillon, OH",1
"2765","Mathis, TX",1
"2766","Mathiston, MS",1
"2767","Matteson Township, MI",1
"2768","Maui, HI",1
"2769","Maumelle, AR",1
"2770","Maury, NC",1
"2771","Maybee, MI",1
"2772","Mayfield, KY",2
"2773","Mayflower, AR",1
"2774","Maysel, WV",1
"2775","Maysville, KY",1
"2776","Maywood, CA",3
"2777","Maywood, IL",2
"2778","McAlester, OK",2
"2779","McAllen, TX",3
"2780","McBee, SC",1
"2781","McCalla, AL",1
"2782","McCamey, TX",1
"2783","McCammon, ID",1
"2784","McComb, MS",1
"2785","McCormick, SC",1
"2786","McDonald, TN",1
"2787","Mcdonough, GA",1
"2788","McDowell, KY",1
"2789","McHenry, MS",1
"2790","McKee, KY",1
"2791","McKinleyville, CA",1
"2792","McKinney, TX",5
"2793","McLaughlin, SD",1
"2794","McLean, VA",3
"2795","McLoud, OK",1
"2796","McMinnville, OR",3
"2797","McMinnville, TN",1
"2798","McNary, AZ",1
"2799","McPherson, KS",2
"2800","McRae, AR",1
"2801","Mead, CO",1
"2802","Meadow Bridge, WV",1
"2803","Meadow Vista, CA",1
"2804","Meadowbrook, CA",1
"2805","Mecca, CA",1
"2806","Medford, NY",1
"2807","Medford, OR",6
"2808","Medicine Lodge, KS",1
"2809","Medina, OH",2
"2810","Melba, ID",1
"2811","Melbourne Beach, FL",1
"2812","Melbourne, AR",1
"2813","Melbourne, FL",6
"2814","Melrose, FL",1
"2815","Memphis, AR",1
"2816","Memphis, IN",1
"2817","Memphis, TN",49
"2818","Mena, AR",3
"2819","Menagers Dam, AZ",1
"2820","Menallen Township, PA",1
"2821","Menasha, WI",4
"2822","Mendenhall, MS",1
"2823","Mendota Heights, MN",1
"2824","Mendota, CA",1
"2825","Menifee, CA",3
"2826","Menlo Park, CA",1
"2827","Menomonie, WI",2
"2828","Mequon, WI",1
"2829","Merced, CA",5
"2830","Mercury, NV",1
"2831","Meredith, NH",1
"2832","Meriden, CT",1
"2833","Meridian, ID",4
"2834","Meridian, MS",10
"2835","Meridianville, AL",1
"2836","Merrick, NY",1
"2837","Merrill, WI",1
"2838","Merrillville, IN",1
"2839","Merrimack, NH",1
"2840","Merritt Island, FL",1
"2841","Mertzon, TX",1
"2842","Mesa, AZ",44
"2843","Mesa, WA",1
"2844","Mescalero Apache Reservation, NM",1
"2845","Mesquite, TX",8
"2846","Metairie, LA",12
"2847","Metropolis, IL",1
"2848","Mexia, TX",1
"2849","Mexico Beach, FL",1
"2850","Mexico, ME",1
"2851","Miami Beach, FL",7
"2852","Miami Gardens, FL",6
"2853","Miami Lakes, FL",2
"2854","Miami Shores, FL",1
"2855","Miami Springs, FL",3
"2856","Miami, FL",66
"2857","Miami, OK",2
"2858","Miamisburg, OH",2
"2859","Micanopy, FL",1
"2860","Middle Island, NY",1
"2861","Middle River, MD",2
"2862","Middle Smithfield Township, PA",1
"2863","Middleburg, FL",1
"2864","Middleburg, OH",1
"2865","Middlefield, OH",1
"2866","Middlesboro, KY",3
"2867","Middleton, ID",1
"2868","Middleton, WI",1
"2869","Middletown, NJ",1
"2870","Middletown, NY",2
"2871","Middletown, OH",2
"2872","Middleway, WV",1
"2873","Midland City, AL",1
"2874","Midland, MI",1
"2875","Midland, PA",1
"2876","Midland, TX",16
"2877","Midlothian, TX",2
"2878","Midlothian, VA",1
"2879","Midvale, UT",1
"2880","Midway City, CA",1
"2881","Midwest City, OK",3
"2882","Mifflinville, PA",1
"2883","Milan, TN",1
"2884","Milcreek, UT",1
"2885","Milford, CT",2
"2886","Milford, DE",2
"2887","Milford, MA",1
"2888","Milford, OH",1
"2889","Mililani, HI",1
"2890","Millbrae, CA",1
"2891","Millbrook, AL",2
"2892","Millcreek, UT",1
"2893","Millersville, MD",1
"2894","Millerton, OK",1
"2895","Millington, TN",1
"2896","Millport, AL",1
"2897","Mills River, NC",1
